13,11,10000
1698,Walters,Avery,F,1669,Ouyang,Brayden,M, -1
1813,Wu,David,M,1673,Ellis,Alex,M, -1
1673,Ellis,Alex,M,1693,Wu,Asher,M, -1
1750,Wu,Kaelyn,F,1707,Litvak,Colton,M,1669,Wu,Gabriel,M
1839,Litvak,Grayson,M,1803,Wu,John,M,1727,Litvak,Sebastian,M
1884,Wu,Nora,F,1840,Wu,Alice,F,1759,Wu,Jeremiah,M
1703,Litvak,Miles,M,1714,Muhammed,Ellie,F, -1
1669,Kaur,James,M,1731,Anand,Cameron,M, -1
1891,Walters,Jack,M,1673,Hsu,Jack,M, -1
1725,Wu,Cameron,M,1669,Ouyang,Brayden,M, -1
1673,Ellis,Alex,M,1665,Matyas,James,M, -1
1754,Wu,Mackenzie,F,1767,Litvak,Gavin,M,1703,Wu,Leo,M
1878,McKenzie,Adalyn,F,1667,Litvak,Evan,M,1667,Litvak,Evan,M
1685,Matyas,David,M,1673,Ellis,Alex,M, -1
1703,Litvak,Miles,M,1690,Anand,Callie,F, -1
1669,Ouyang,Brayden,M,1770,Anand,Nora,F, -1
1673,McKenzie,Easton,M,1690,Kaur,Eva,F, -1
1669,Ouyang,Brayden,M,1692,Kaur,Elena,F, -1
1762,McKenzie,Ava,F,1710,Kaur,Violet,F,1666,Gajan,Natalie,F
1753,Anand,Owen,M,1734,McKenzie,Savannah,F,1674,Hao,Annabelle,F
1673,Ellis,Alex,M,1698,Walters,Avery,F, -1
1673,Ellis,Alex,M,1673,Ellis,Alex,M,1673,Ellis,Alex,M
1750,McKenzie,Ava,F,1887,Anand,Ethan,M,1750,McKenzie,Ava,F
1804,Wu,Claire,F,1690,Kaur,Eva,F,1669,Kaur,James,M
1834,McKenzie,Audrey,F,1915,Anand,Dominic,M,1767,Wu,Jordan,M
1824,McKenzie,Sydney,F,1673,Hsu,Jack,M, -1
1834,Wu,Maria,F,1702,Walters,Ava,F,1702,Walters,Ava,F
1673,Ellis,Alex,M,1690,Kaur,Eva,F, -1
1669,Ouyang,Brayden,M,1673,Hsu,Jack,M, -1
1689,Matyas,Caden,M,1688,Wu,Abigail,F, -1
1880,Litvak,Jasmine,F,1734,Anand,Madelyn,F,1713,Anand,Oliver,M
1669,Ouyang,Brayden,M,1669,Ouyang,Brayden,M,1669,Ouyang,Brayden,M
1708,Walters,Sydney,F,1673,Ellis,Alex,M, -1
1703,McKenzie,Gavin,M,1673,Hsu,Jack,M, -1
1692,Kaur,Elena,F,1685,Matyas,David,M, -1
1734,McKenzie,Kylie,F,1683,Litvak,Michael,M,1667,Litvak,Evan,M
1738,Anand,Audrey,F,1817,Anand,Hudson,M,1717,Anand,Nicholas,M
1689,Matyas,Caden,M,1709,Anand,Grayson,M,1666,Gajan,Natalie,F
1744,Kaur,Ava,F,1708,Walters,Sydney,F,1671,Muhammed,Ian,M
1756,Anand,Isabella,F,1766,Wu,Mackenzie,F,1686,Wu,Harper,F
1734,McKenzie,Savannah,F,1669,Ouyang,Brayden,M, -1
1673,Ellis,Alex,M,1738,McKenzie,Audrey,F, -1
1722,Walters,Elizabeth,F,1708,Walters,Sydney,F,1673,Walters,Lincoln,M
1840,Wu,Callie,F,1757,Wu,Lucas,M,1703,Wu,Leo,M
1755,McKenzie,Alexander,M,1673,Ellis,Alex,M, -1
1703,Litvak,Miles,M,1669,Kaur,James,M, -1
1673,Hsu,Jack,M,1692,Kaur,Elena,F, -1
1754,Wu,Alyssa,F,1771,Walters,Jack,M,1705,Wu,Christian,M
1762,Wu,Addison,F,1665,Matyas,James,M, -1
1692,Anand,Elizabeth,F,1890,Wu,Annabelle,F,1692,Anand,Elizabeth,F
1697,Muhammed,Mason,M,1708,Walters,Sydney,F,1671,Muhammed,Ian,M
1778,Wu,Riley,F,1692,Kaur,Elena,F, -1
1673,Hsu,Jack,M,1768,Walters,Ella,F, -1
1692,Kaur,Elena,F,1690,Anand,Callie,F, -1
1795,Anand,Thomas,M,1673,Ellis,Alex,M, -1
1669,Ouyang,Brayden,M,1713,Litvak,Hudson,M, -1
1665,Matyas,James,M,1708,Walters,Sydney,F, -1
1708,Walters,Sydney,F,1673,Hsu,Jack,M, -1
1857,Walters,Anthony,M,1673,Hsu,Jack,M, -1
1739,Wu,Henry,M,1673,Ellis,Alex,M, -1
1825,Wu,Colton,M,1702,McKenzie,Eva,F,1673,McKenzie,Easton,M
1689,Muhammed,Jeremiah,M,1690,Anand,Callie,F, -1
1737,Wu,Andrew,M,1669,Kaur,James,M, -1
1762,Wu,Addison,F,1926,Wu,Elena,F,1741,Wu,Elliot,M
1673,Ellis,Alex,M,1673,Hsu,Jack,M, -1
1708,Walters,Sydney,F,1685,Matyas,David,M, -1
1673,Ellis,Alex,M,1685,Matyas,David,M, -1
1705,Wu,Christian,M,1673,Anand,Isaiah,M, -1
1669,Ouyang,Brayden,M,1741,Wu,Elliot,M, -1
1669,Ouyang,Brayden,M,1732,Walters,Maya,F, -1
1673,Ellis,Alex,M,1936,Wu,Lila,F, -1
1669,Ouyang,Brayden,M,1753,Walters,Brayden,M, -1
1689,Muhammed,Jeremiah,M,1708,Walters,Sydney,F,1671,Muhammed,Ian,M
1705,Wu,Christian,M,1667,Litvak,Evan,M,1667,Litvak,Evan,M
1828,McKenzie,Bella,F,1669,Ouyang,Brayden,M, -1
1697,Muhammed,Mason,M,1800,Anand,Elena,F,1671,Muhammed,Ian,M
1673,Ellis,Alex,M,1702,McKenzie,Eva,F, -1
1844,Walters,Lauren,F,1669,Ouyang,Brayden,M, -1
1692,McKenzie,Audrey,F,1673,Ellis,Alex,M, -1
1852,Anand,Camilla,F,1690,Kaur,Eva,F,1669,Kaur,James,M
1693,Wu,Asher,M,1673,Hsu,Jack,M, -1
1685,Matyas,David,M,1690,Anand,Callie,F, -1
1901,Anand,Christian,M,1725,Wu,Cameron,M,1703,Wu,Leo,M
1768,McKenzie,Piper,F,1878,McKenzie,Adalyn,F,1751,McKenzie,Liam,M
1706,McKenzie,Victoria,F,1710,Kaur,Violet,F, -1
1692,Kaur,Elena,F,1673,Hsu,Jack,M, -1
1771,Anand,Jason,M,1673,Walters,Lincoln,M,1673,Walters,Lincoln,M
1690,Kaur,Eva,F,1692,Kaur,Elena,F,1669,Kaur,James,M
1687,Kaur,Nolan,M,1673,Ellis,Alex,M, -1
1752,Wu,Kennedy,F,1757,Litvak,Thomas,M,1703,Wu,Leo,M
1734,Wu,Layla,F,1933,Anand,David,M,1717,Wu,Jackson,M
1822,Walters,Mila,F,1690,Anand,Callie,F,1674,Hao,Annabelle,F
1673,Hsu,Jack,M,1689,Muhammed,Jeremiah,M, -1
1708,Walters,Sydney,F,1671,Muhammed,Ian,M,1671,Muhammed,Ian,M
1689,Matyas,Caden,M,1673,Hsu,Jack,M, -1
1690,Anand,Callie,F,1724,Wu,Isabelle,F, -1
1669,Ouyang,Brayden,M,1733,Anand,Nathan,M, -1
1813,Wu,David,M,1894,Litvak,Adalyn,F,1753,Anand,Owen,M
1755,McKenzie,Alexander,M,1734,McKenzie,Savannah,F,1674,Hao,Annabelle,F
1673,Hsu,Jack,M,1891,Walters,Caleb,M, -1
1702,McKenzie,Eva,F,1685,Matyas,David,M, -1
1690,Kaur,Eva,F,1673,Hsu,Jack,M, -1
1753,Anand,Owen,M,1703,Litvak,Miles,M,1669,Wu,Gabriel,M
1793,Litvak,John,M,1768,Walters,Ella,F,1731,McKenzie,Micah,M
